species,plant_date,plant_type,dbh,plot_size
Lophostemon confertus :: Brisbane Box,2017-10-10 12:18:00.000000 UTC,Tree,3,4x9
Lophostemon confertus :: Brisbane Box,2013-03-26 00:00:00.000000 UTC,Tree,3,5x3
Lophostemon confertus :: Brisbane Box,2015-02-05 00:00:00.000000 UTC,Tree,3,5x4
Lophostemon confertus :: Brisbane Box,2012-02-14 00:00:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2017-04-10 21:15:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2017-08-04 05:46:00.000000 UTC,Tree,3,5x5
Lophostemon confertus :: Brisbane Box,2014-02-20 00:00:00.000000 UTC,Tree,3,6x3
Lophostemon confertus :: Brisbane Box,2014-03-15 00:00:00.000000 UTC,Tree,3,7x5
Lophostemon confertus :: Brisbane Box,2014-06-24 00:00:00.000000 UTC,Tree,3,8x6
Rhaphiolepis indica :: India Hawthorn,1998-03-25 00:00:00.000000 UTC,Tree,3,3X4
Rhaphiolepis indica :: India Hawthorn,1998-03-25 00:00:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,2008-02-24 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,2015-11-06 12:59:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,2001-06-28 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,2000-12-14 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina :: Swamp Myrtle,2011-03-12 00:00:00.000000 UTC,Tree,3,2X3
Tristaniopsis laurina :: Swamp Myrtle,1993-10-01 00:00:00.000000 UTC,Tree,3,2X3
Tristaniopsis laurina :: Swamp Myrtle,2014-07-02 00:00:00.000000 UTC,Tree,3,2x2
Tristaniopsis laurina :: Swamp Myrtle,2005-02-23 00:00:00.000000 UTC,Tree,3,2x2
Tristaniopsis laurina :: Swamp Myrtle,2011-05-06 00:00:00.000000 UTC,Tree,3,2x3
Tristaniopsis laurina :: Swamp Myrtle,2017-05-11 00:00:00.000000 UTC,Tree,3,2x3
Tristaniopsis laurina :: Swamp Myrtle,2014-09-19 12:50:00.000000 UTC,Tree,3,3X2
Tristaniopsis laurina :: Swamp Myrtle,2014-10-24 14:22:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,1998-02-09 00:00:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,2016-05-26 00:00:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,2011-09-16 00:00:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,1998-02-09 00:00:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,2004-01-13 00:00:00.000000 UTC,Tree,3,3X4
Tristaniopsis laurina :: Swamp Myrtle,2014-08-06 00:00:00.000000 UTC,Tree,3,3x4
Tristaniopsis laurina :: Swamp Myrtle,2011-09-16 00:00:00.000000 UTC,Tree,3,3x4
Tristaniopsis laurina :: Swamp Myrtle,2011-10-26 00:00:00.000000 UTC,Tree,3,3x4
Tristaniopsis laurina :: Swamp Myrtle,2012-06-14 00:00:00.000000 UTC,Tree,3,3x4
Tristaniopsis laurina :: Swamp Myrtle,1995-01-01 00:00:00.000000 UTC,Tree,3,4X6
Tristaniopsis laurina :: Swamp Myrtle,2012-06-14 00:00:00.000000 UTC,Tree,3,4x6
Tristaniopsis laurina :: Swamp Myrtle,2013-11-20 00:00:00.000000 UTC,Tree,3,4x6
Tristaniopsis laurina :: Swamp Myrtle,1995-04-20 00:00:00.000000 UTC,Tree,3,5x4
Tristaniopsis laurina :: Swamp Myrtle,2016-03-24 08:48:00.000000 UTC,Tree,3,6X6
Tristaniopsis laurina :: Swamp Myrtle,2012-06-06 00:00:00.000000 UTC,Tree,3,6x6
Tristaniopsis laurina :: Swamp Myrtle,2000-02-26 00:00:00.000000 UTC,Tree,3,6x6
Acacia melanoxylon :: Blackwood Acacia,2016-05-17 00:00:00.000000 UTC,Tree,3,6X6
Pittosporum undulatum :: Victorian Box,1997-04-25 00:00:00.000000 UTC,Tree,3,2X3
Pittosporum undulatum :: Victorian Box,2006-03-11 00:00:00.000000 UTC,Tree,3,2x2
Pittosporum undulatum :: Victorian Box,2012-10-09 00:00:00.000000 UTC,Tree,3,2x3
Pittosporum undulatum :: Victorian Box,2013-07-04 00:00:00.000000 UTC,Tree,3,2x3
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Pittosporum undulatum :: Victorian Box,2013-11-16 00:00:00.000000 UTC,Tree,3,3X4
Corymbia ficifolia :: Red Flowering Gum,2014-12-31 10:43:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2013-09-26 00:00:00.000000 UTC,Tree,3,2X2
Magnolia grandiflora :: Southern Magnolia,2014-09-24 07:50:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora :: Southern Magnolia,2014-09-24 07:47:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora :: Southern Magnolia,2014-09-24 07:55:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora :: Southern Magnolia,2014-09-24 07:51:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora :: Southern Magnolia,2014-09-24 07:53:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora :: Southern Magnolia,2014-12-22 06:44:00.000000 UTC,Tree,3,3X2
Magnolia grandiflora :: Southern Magnolia,2004-02-13 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2004-02-20 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2012-02-25 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2008-02-24 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2008-02-24 00:00:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora :: Southern Magnolia,2007-03-29 00:00:00.000000 UTC,Tree,3,3X6
Magnolia grandiflora :: Southern Magnolia,2015-11-06 09:17:00.000000 UTC,Tree,3,3X6
Magnolia grandiflora :: Southern Magnolia,2013-12-03 00:00:00.000000 UTC,Tree,3,3x4
Magnolia grandiflora :: Southern Magnolia,2016-04-08 00:00:00.000000 UTC,Tree,3,4X6
Magnolia grandiflora :: Southern Magnolia,2008-02-14 00:00:00.000000 UTC,Tree,3,4X6
Magnolia grandiflora :: Southern Magnolia,2013-11-20 00:00:00.000000 UTC,Tree,3,4x3
Magnolia grandiflora :: Southern Magnolia,2015-07-09 07:32:00.000000 UTC,Tree,3,5x5
Magnolia grandiflora :: Southern Magnolia,2007-12-17 00:00:00.000000 UTC,Tree,3,6X8
Arbutus 'Marina' :: Hybrid Strawberry Tree,2013-03-09 00:00:00.000000 UTC,Tree,3,2X2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-09-03 00:00:00.000000 UTC,Tree,3,2X2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2005-02-23 00:00:00.000000 UTC,Tree,3,2X3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2005-03-21 00:00:00.000000 UTC,Tree,3,2X3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-07-01 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-09-03 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2000-03-01 00:00:00.000000 UTC,Tree,3,2x2
Arbutus 'Marina' :: Hybrid Strawberry Tree,2000-03-27 00:00:00.000000 UTC,Tree,3,2x3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2016-01-02 08:36:00.000000 UTC,Tree,3,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2016-01-14 09:02:00.000000 UTC,Tree,3,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,1999-12-14 00:00:00.000000 UTC,Tree,3,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-12-27 00:00:00.000000 UTC,Tree,3,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-12-27 12:05:00.000000 UTC,Tree,3,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2016-01-14 08:59:00.000000 UTC,Tree,3,4X3
Arbutus 'Marina' :: Hybrid Strawberry Tree,2008-01-18 00:00:00.000000 UTC,Tree,3,4x6
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-04-04 00:00:00.000000 UTC,Tree,3,5x5
Arbutus 'Marina' :: Hybrid Strawberry Tree,2012-05-22 00:00:00.000000 UTC,Tree,3,5x5
Arbutus 'Marina' :: Hybrid Strawberry Tree,2014-04-04 00:00:00.000000 UTC,Tree,3,5x5
Eucalyptus rudis :: Swamp Gum: Flooded Gum,2007-12-27 00:00:00.000000 UTC,Tree,3,3X4
Eucalyptus rudis :: Swamp Gum: Flooded Gum,2007-12-27 00:00:00.000000 UTC,Tree,3,3X4
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2012-08-15 00:00:00.000000 UTC,Tree,3,6x6
Fraxinus oxycarpa 'Raywood' :: Raywood Ash,2012-08-15 00:00:00.000000 UTC,Tree,3,6x6
Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,2004-02-20 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba 'Fairmont' :: Fairmont Ginkgo,2004-02-20 00:00:00.000000 UTC,Tree,3,3X4
Callistemon viminalis :: Weeping Bottlebrush,1999-05-19 00:00:00.000000 UTC,Tree,3,2X3
Callistemon viminalis :: Weeping Bottlebrush,2016-04-07 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba 'Saratoga' :: Ginkgo: Saratoga,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba 'Saratoga' :: Ginkgo: Saratoga,2007-02-05 00:00:00.000000 UTC,Tree,3,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1994-11-17 00:00:00.000000 UTC,Tree,3,2X2
Metrosideros excelsa :: New Zealand Xmas Tree,1992-01-06 00:00:00.000000 UTC,Tree,3,2X2
Metrosideros excelsa :: New Zealand Xmas Tree,1992-01-06 00:00:00.000000 UTC,Tree,3,2X2
Metrosideros excelsa :: New Zealand Xmas Tree,2016-12-28 14:46:00.000000 UTC,Tree,3,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,2005-02-10 00:00:00.000000 UTC,Tree,3,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1993-02-18 00:00:00.000000 UTC,Tree,3,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,2006-03-11 00:00:00.000000 UTC,Tree,3,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,2006-03-06 00:00:00.000000 UTC,Tree,3,3X5
Phoenix canariensis :: Canary Island Date Palm,2015-11-06 14:27:00.000000 UTC,Tree,3,6x6
Platanus x hispanica :: Sycamore: London Plane,2005-02-15 00:00:00.000000 UTC,Tree,3,2X3
Platanus x hispanica :: Sycamore: London Plane,2017-10-10 11:52:00.000000 UTC,Tree,3,3X5
Platanus x hispanica :: Sycamore: London Plane,2017-10-10 11:49:00.000000 UTC,Tree,3,3x5
Magnolia grandiflora 'Russet' :: Russet Magnolia,2005-03-02 00:00:00.000000 UTC,Tree,3,3X4
Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,1996-08-30 00:00:00.000000 UTC,Tree,3,3X4
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2011-12-01 00:00:00.000000 UTC,Tree,3,5x5
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2011-12-01 00:00:00.000000 UTC,Tree,3,5x5
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2011-12-01 00:00:00.000000 UTC,Tree,3,5x5
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2011-12-01 00:00:00.000000 UTC,Tree,3,5x5
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,2011-12-01 00:00:00.000000 UTC,Tree,3,5x5
Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,1993-04-19 00:00:00.000000 UTC,Tree,3,3X4
Eucalyptus polyanthemos :: Silver Dollar Eucalyptus,2003-01-09 00:00:00.000000 UTC,Tree,3,3x4
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1999-02-24 00:00:00.000000 UTC,Tree,3,1X1
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1999-02-24 00:00:00.000000 UTC,Tree,3,1X1
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1993-03-05 00:00:00.000000 UTC,Tree,3,2X2
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1991-01-28 00:00:00.000000 UTC,Tree,3,2X2
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2002-02-23 00:00:00.000000 UTC,Tree,3,2X3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1995-04-01 00:00:00.000000 UTC,Tree,3,2X3
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,2003-02-01 00:00:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2015-10-28 07:23:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2010-05-22 00:00:00.000000 UTC,Tree,3,3x9
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2010-05-22 00:00:00.000000 UTC,Tree,3,3x9
Magnolia grandiflora 'Little Gem' :: Little Gem Magnolia,2014-06-10 00:00:00.000000 UTC,Tree,3,6x7
Magnolia grandiflora 'Saint Mary' :: Saint Mary Magnolia,2015-07-17 09:59:00.000000 UTC,Tree,3,4X3
Pyrus calleryana 'Bradford' :: Ornamental Pear: Bradford,2003-11-24 00:00:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2014-10-13 11:00:00.000000 UTC,Tree,3,2X2
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2014-07-18 00:00:00.000000 UTC,Tree,3,2x2
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2017-10-31 13:25:00.000000 UTC,Tree,3,3X4
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2015-07-11 15:17:00.000000 UTC,Tree,3,6x6
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2002-04-10 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2016-12-28 05:21:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2016-02-22 00:00:00.000000 UTC,Tree,3,2X2
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2015-06-04 09:38:00.000000 UTC,Tree,3,2x2
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2016-07-05 00:00:00.000000 UTC,Tree,3,2x4
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2014-12-02 06:59:00.000000 UTC,Tree,3,3x4
Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2015-04-03 04:47:00.000000 UTC,Tree,3,4x5
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,1998-01-27 00:00:00.000000 UTC,Tree,3,2X3
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,1995-04-07 00:00:00.000000 UTC,Tree,3,2X3
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,1995-04-07 00:00:00.000000 UTC,Tree,3,2X3
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,2016-02-24 00:00:00.000000 UTC,Tree,3,2x3
Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,2017-05-09 00:00:00.000000 UTC,Tree,3,3X6
Tristania conferta ::,2006-02-28 00:00:00.000000 UTC,Tree,4,2X3
Quercus suber :: Cork Oak,2007-03-10 00:00:00.000000 UTC,Tree,4,3x4
Pyrus kawakamii :: Evergreen Pear,2001-02-15 00:00:00.000000 UTC,Tree,4,4x3
Syagrus romanzoffianum :: Queen Palm,1995-09-09 00:00:00.000000 UTC,Tree,4,8x9
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,4,2X3
Lophostemon confertus :: Brisbane Box,2000-01-20 00:00:00.000000 UTC,Tree,4,3X4
Lophostemon confertus :: Brisbane Box,2012-06-20 00:00:00.000000 UTC,Tree,4,4X6
Lophostemon confertus :: Brisbane Box,2008-02-22 00:00:00.000000 UTC,Tree,4,5x5
Tristaniopsis laurina :: Swamp Myrtle,1993-02-18 00:00:00.000000 UTC,Tree,4,3X4
Magnolia grandiflora :: Southern Magnolia,1999-02-08 00:00:00.000000 UTC,Tree,4,3X5
Liquidambar orientalis :: Oriental Sweet Gum,1992-03-03 00:00:00.000000 UTC,Tree,4,1X1
Photinia fraseri :: Photinia: Chinese photinia,2000-02-11 00:00:00.000000 UTC,Tree,4,1x1
Aesculus x carnea 'O'Neill' :: O'Neill Red Horse Chestnut,1997-03-15 00:00:00.000000 UTC,Tree,4,3X6
Platanus x hispanica 'Columbia' :: Columbia Hybrid Plane Tree,2014-04-17 10:25:00.000000 UTC,Tree,4,3x6
Ginkgo biloba :: Maidenhair Tree,2014-03-07 00:00:00.000000 UTC,Tree,5,2X3
Lagerstroemia indica :: Crape Myrtle,1999-06-16 00:00:00.000000 UTC,Tree,5,2X3
Lophostemon confertus :: Brisbane Box,1995-10-20 00:00:00.000000 UTC,Tree,5,3x2
Lophostemon confertus :: Brisbane Box,1995-10-20 00:00:00.000000 UTC,Tree,5,3x2
Magnolia grandiflora :: Southern Magnolia,2007-04-30 00:00:00.000000 UTC,Tree,5,8x6
Tree(s) ::,1995-08-11 00:00:00.000000 UTC,Tree,6,3X4
Tree(s) ::,2013-08-08 00:00:00.000000 UTC,Tree,6,3x5
Quercus suber :: Cork Oak,2006-03-23 00:00:00.000000 UTC,Tree,6,3X4
Ficus nitida :: Laurel Fig,1990-08-02 00:00:00.000000 UTC,Tree,6,3X4
Taxus baccata :: Irish Yew,1990-03-06 00:00:00.000000 UTC,Tree,6,3X6
Olea europaea :: Olive Tree,1996-08-12 00:00:00.000000 UTC,Tree,6,6X6
Juniperus chinensis :: Juniper,1997-12-17 00:00:00.000000 UTC,Tree,6,2X3
Quercus coccinea :: Scarlet Oak,2006-03-23 00:00:00.000000 UTC,Tree,6,3X4
Ginkgo biloba :: Maidenhair Tree,2000-02-12 00:00:00.000000 UTC,Tree,6,3X4
Prunus cerasifera :: Cherry Plum,1992-11-10 00:00:00.000000 UTC,Tree,6,3X4
Jacaranda mimosifolia :: Jacaranda,2016-08-17 00:00:00.000000 UTC,Tree,6,2X3
Melaleuca quinquenervia :: Cajeput,1997-04-22 00:00:00.000000 UTC,Tree,6,2x3
Melaleuca quinquenervia :: Cajeput,1995-08-17 00:00:00.000000 UTC,Tree,6,3X4
Melaleuca quinquenervia :: Cajeput,1999-02-08 00:00:00.000000 UTC,Tree,6,3X4
Melaleuca quinquenervia :: Cajeput,1995-08-17 00:00:00.000000 UTC,Tree,6,3X4
Melaleuca quinquenervia :: Cajeput,1998-03-31 00:00:00.000000 UTC,Tree,6,3X4
Melaleuca quinquenervia :: Cajeput,1999-10-20 00:00:00.000000 UTC,Tree,6,4x3
Melaleuca quinquenervia :: Cajeput,1995-04-26 00:00:00.000000 UTC,Tree,6,5x4
Ulmus 'Prospector' :: Prospector Elm,1998-03-09 00:00:00.000000 UTC,Tree,6,3X4
Ulmus 'Prospector' :: Prospector Elm,2006-03-23 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,6,2X2
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,6,2X3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,6,2X3
Lophostemon confertus :: Brisbane Box,1999-12-13 00:00:00.000000 UTC,Tree,6,2X3
Lophostemon confertus :: Brisbane Box,2006-02-28 00:00:00.000000 UTC,Tree,6,2X4
Lophostemon confertus :: Brisbane Box,1995-01-20 00:00:00.000000 UTC,Tree,6,2x3
Lophostemon confertus :: Brisbane Box,2000-11-01 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1998-12-10 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1995-08-11 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1998-12-10 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1995-08-11 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,2000-01-20 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1992-11-10 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1995-08-23 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1995-08-23 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1995-08-23 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1990-02-14 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,1996-08-16 00:00:00.000000 UTC,Tree,6,3X4
Lophostemon confertus :: Brisbane Box,2004-03-23 00:00:00.000000 UTC,Tree,6,5x6
Tristaniopsis laurina :: Swamp Myrtle,1992-02-25 00:00:00.000000 UTC,Tree,6,3X4
Tristaniopsis laurina :: Swamp Myrtle,2002-02-19 00:00:00.000000 UTC,Tree,6,3X4
Corymbia ficifolia :: Red Flowering Gum,1993-02-12 00:00:00.000000 UTC,Tree,6,2x2
Corymbia ficifolia :: Red Flowering Gum,1998-02-18 00:00:00.000000 UTC,Tree,6,3X5
Geijera parviflora :: Australian Willow,1991-01-01 00:00:00.000000 UTC,Tree,6,6x6
Magnolia doltsopa :: Himalayan Magnolia,2001-12-18 00:00:00.000000 UTC,Tree,6,2X2
Melaleuca ericifolia :: Heath Melaleuca,1998-02-09 00:00:00.000000 UTC,Tree,6,3X4
Pinus canariensis :: Canary Island Pine,1999-06-10 00:00:00.000000 UTC,Tree,6,5x5
Callistemon citrinus :: Lemon Bottlebrush,1999-01-11 00:00:00.000000 UTC,Tree,6,3X4
Callistemon citrinus :: Lemon Bottlebrush,1991-04-03 00:00:00.000000 UTC,Tree,6,3X4
Callistemon citrinus :: Lemon Bottlebrush,1997-04-01 00:00:00.000000 UTC,Tree,6,3X4
Magnolia grandiflora :: Southern Magnolia,1994-11-16 00:00:00.000000 UTC,Tree,6,3X4
Arbutus 'Marina' :: Hybrid Strawberry Tree,2007-03-11 00:00:00.000000 UTC,Tree,6,2X2
Callistemon viminalis :: Weeping Bottlebrush,1999-06-08 00:00:00.000000 UTC,Tree,6,2X3
Callistemon viminalis :: Weeping Bottlebrush,1996-06-21 00:00:00.000000 UTC,Tree,6,3X4
Callistemon viminalis :: Weeping Bottlebrush,1996-06-21 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,2007-03-10 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1995-09-28 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1995-09-28 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1995-09-28 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1993-02-11 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,1997-05-16 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,2002-02-19 00:00:00.000000 UTC,Tree,6,3X4
Metrosideros excelsa :: New Zealand Xmas Tree,2001-02-15 00:00:00.000000 UTC,Tree,6,5x3
Photinia fraseri :: Photinia: Chinese photinia,1999-10-13 00:00:00.000000 UTC,Tree,6,2X2
Platanus x hispanica :: Sycamore: London Plane,1995-11-15 00:00:00.000000 UTC,Tree,6,2X3
Platanus x hispanica :: Sycamore: London Plane,1997-06-03 00:00:00.000000 UTC,Tree,6,3X4
Platanus x hispanica :: Sycamore: London Plane,1996-02-01 00:00:00.000000 UTC,Tree,6,3X4
Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,1996-08-30 00:00:00.000000 UTC,Tree,6,3X4
Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,1999-02-18 00:00:00.000000 UTC,Tree,6,2X2
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1998-02-12 00:00:00.000000 UTC,Tree,6,3X4
Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,1998-02-12 00:00:00.000000 UTC,Tree,6,3X4
Magnolia grandiflora 'Samuel Sommer' :: Samuel Sommer Magnolia,2007-12-27 00:00:00.000000 UTC,Tree,6,3X4
Acacia baileyana :: Bailey's Acacia,1998-04-10 00:00:00.000000 UTC,Tree,7,1X1
Platanus racemosa :: California Sycamore,2017-02-13 00:00:00.000000 UTC,Tree,7,3X6
Arbutus 'Marina' :: Hybrid Strawberry Tree,1997-01-15 00:00:00.000000 UTC,Tree,7,6x3
